Sio2_Arctic,Sio2_Atlantic,Sio2_Indiana,Sio2_Southern,,,TiO2_Arctic,TiO2_Atlantic,TiO2_Indiana,TiO2_Southern,,,Al2O3_Arctic,Al2O3_Atlantic,Al2O3_Indiana,Al2O3_Southern
,49.6,,,,,,1.22,,,,,,14.9,,
,49.64,,,,,,1.23,,,,,,14.6,,
,49.22,,,,,,1.31,,,,,,15.54,,
,48.65,,,,,,1.22,,,,,,14.73,,
,49.04,,,,,,1.23,,,,,,14.92,,
,49.75,,,,,,1.25,,,,,,14.85,,
,51.69,,,,,,1.26,,,,,,15.31,,
,48.6,,,,,,1.32,,,,,,15.5,,
,52,,,,,,1.23,,,,,,15.26,,
,50.27,,,,,,1.23,,,,,,15,,
,50.6,,,,,,1.63,,,,,,15.38,,
,49.35,,,,,,0.98,,,,,,16.15,,
,48.75,,,,,,0.93,,,,,,15.22,,
,48.34,,,,,,0.93,,,,,,15.26,,
,50.1,,,,,,0.98,,,,,,15.5,,
,48.1,,,,,,0.96,,,,,,15.4,,
,48.23,,,,,,0.95,,,,,,15.14,,
,49.12,,,,,,0.95,,,,,,15.7,,
,47.34,,,,,,0.95,,,,,,15.82,,
,50.19,,,,,,0.95,,,,,,15.9,,
,49.2,,,,,,1.25,,,,,,14.9,,
,48.89,,,,,,0.98,,,,,,15.71,,
,49.45,,,,,,0.99,,,,,,16.15,,
,49.4,,,,,,1.01,,,,,,16.1,,
,50.71,,,,,,1.63,,,,,,15.19,,
,48.19,,,,,,0.96,,,,,,15.85,,
,48.87,,,,,,0.98,,,,,,15.76,,
,48.89,,,,,,1.02,,,,,,16.61,,
,49.61,,,,,,0.96,,,,,,15.6,,
,49.24,,,,,,0.93,,,,,,15.11,,
,48.21,,,,,,0.94,,,,,,15.59,,
,51.2,,,,,,0.98,,,,,,15.63,,
,47.96,,,,,,0.94,,,,,,15.57,,
,49.4,,,,,,0.98,,,,,,15.5,,
,48.53,,,,,,0.93,,,,,,14.8,,
,47.3,,,,,,1,,,,,,16.4,,
,46.9,,,,,,1.45,,,,,,15.9,,
,48.02,,,,,,0.91,,,,,,15.59,,
,37.72,,,,,,0.02,,,,,,0.77,,
,38.12,,,,,,0.02,,,,,,0.72,,
,50.1,,,,,,1.5,,,,,,15,,
,49.23,,,,,,1.61,,,,,,16.19,,
,49.13,,,,,,1.54,,,,,,15.52,,
,48.18,,,,,,1.5,,,,,,15.77,,
,50.6,,,,,,1.46,,,,,,15.56,,
,44.73,,,,,,1.65,,,,,,16.6,,
,48.9,,,,,,1.48,,,,,,15.4,,
,48.72,,,,,,1.49,,,,,,15.34,,
,46.4,,,,,,1.46,,,,,,15.36,,
,46.4,,,,,,1.66,,,,,,16.97,,
,45.28,,,,,,1.55,,,,,,16.09,,
,47.24,,,,,,1.55,,,,,,15.63,,
,46.87,,,,,,1.66,,,,,,16.59,,
,49.65,,,,,,1.48,,,,,,14.57,,
,51.27,,,,,,1.5,,,,,,14.76,,
,48.33,,,,,,1.72,,,,,,15.45,,
,49.75,,,,,,1.47,,,,,,15.28,,
,50.09,,,,,,1.39,,,,,,15.1,,
,49.12,,,,,,1.52,,,,,,15.37,,
,45.9,,,,,,1.51,,,,,,15.2,,
,47.3,,,,,,1.46,,,,,,15.48,,
,48.29,,,,,,1.48,,,,,,15.12,,
,49,,,,,,1.45,,,,,,14.67,,
,50.62,,,,,,1.52,,,,,,15.49,,
,50.28,,,,,,1.48,,,,,,15,,
,50.2,,,,,,1.5,,,,,,14.98,,
,47.59,,,,,,1.45,,,,,,14.82,,
,49.9,,,,,,1.54,,,,,,15.35,,
,49.47,,,,,,1.49,,,,,,15.06,,
,50.37,,,,,,1.51,,,,,,15.45,,
,51.15,,,,,,1.52,,,,,,14.9,,
,48.33,,,,,,1.51,,,,,,15.13,,
,49,,,,,,1.53,,,,,,15.3,,
,47.72,,,,,,1.44,,,,,,14.88,,
,48.74,,,,,,1.46,,,,,,14.72,,
,49.5,,,,,,1.54,,,,,,15.4,,
,46.76,,,,,,1.62,,,,,,16.38,,
,49.67,,,,,,1.54,,,,,,15.39,,
,47.47,,,,,,1.54,,,,,,15.6,,
,48.14,,,,,,1.46,,,,,,15.11,,
,48.48,,,,,,1.59,,,,,,15.86,,
,49.2,,,,,,1.49,,,,,,15.42,,
,49.24,,,,,,1.5,,,,,,15.09,,
,49.14,,,,,,1.44,,,,,,14.61,,
,48.72,,,,,,1.46,,,,,,14.53,,
,48.2,,,,,,1.45,,,,,,14.85,,
,49.2,,,,,,1.52,,,,,,15,,
,47.23,,,,,,1.45,,,,,,14.38,,
,48.86,,,,,,1.49,,,,,,14.89,,
,48.82,,,,,,1.52,,,,,,15.47,,
,49.68,,,,,,1.54,,,,,,15.31,,
,49.97,,,,,,1.52,,,,,,14.97,,
,49.17,,,,,,1.45,,,,,,14.58,,
,49.1,,,,,,1.49,,,,,,15,,
,48,,,,,,1.46,,,,,,14.79,,
,49.38,,,,,,1.47,,,,,,14.85,,
,49.2,,,,,,1.49,,,,,,14.8,,
,50.31,,,,,,1.49,,,,,,15.54,,
,49.05,,,,,,1.46,,,,,,14.53,,
,50.79,,,,,,1.51,,,,,,15.38,,
,50.57,,,,,,1.49,,,,,,15.19,,
,51.73,,,,,,1.19,,,,,,16.97,,
,39.3,,,,,,0.02,,,,,,0.87,,
,39.58,,,,,,0.02,,,,,,0.71,,
,49.75,,,,,,1.21,,,,,,15.26,,
,48.98,,,,,,1.18,,,,,,14.71,,
,49.4,,,,,,1.2,,,,,,15.1,,
,48.3,,,,,,1.16,,,,,,14.84,,
,49.81,,,,,,1.32,,,,,,14.67,,
,50.03,,,,,,1.37,,,,,,15.05,,
,48.76,,,,,,1.34,,,,,,14.91,,
,50.81,,,,,,1.45,,,,,,14.73,,
,49.81,,,,,,1.34,,,,,,14.48,,
,51.38,,,,,,1.64,,,,,,15.12,,
,50.3,,,,,,1.39,,,,,,15.5,,
,50.25,,,,,,1.33,,,,,,14.96,,
,48.98,,,,,,1.32,,,,,,14.88,,
,50.61,,,,,,1.44,,,,,,14.61,,
,49.8,,,,,,1.36,,,,,,15.1,,
,49.99,,,,,,1.35,,,,,,15.28,,
,50.09,,,,,,1.32,,,,,,14.77,,
,49.2,,,,,,1.33,,,,,,14.9,,
,50.1,,,,,,1.41,,,,,,15,,
,51.04,,,,,,1.44,,,,,,14.64,,
,50.21,,,,,,1.34,,,,,,14.2,,
,50.2,,,,,,1.35,,,,,,14.8,,
,49.6,,,,,,1.33,,,,,,14.6,,
,48.42,,,,,,1.3,,,,,,14.61,,
,50.11,,,,,,1.34,,,,,,14.88,,
,49.4,,,,,,1.34,,,,,,14.8,,
,49.03,,,,,,1.29,,,,,,14.36,,
,48.78,,,,,,1.29,,,,,,14.65,,
,46.9,,,,,,1.2,,,,,,14,,
,50.05,,,,,,1.37,,,,,,14.79,,
,48.8,,,,,,1.21,,,,,,15.2,,
,49.71,,,,,,1.23,,,,,,15.49,,
,48.53,,,,,,1.16,,,,,,15.13,,
,49.93,,,,,,1.2,,,,,,14.85,,
,50.6,,,,,,1.6,,,,,,14.91,,
,49.81,,,,,,1.53,,,,,,14.72,,
,49.3,,,,,,1.5,,,,,,15.1,,
,49.69,,,,,,1.53,,,,,,14.29,,
,49.77,,,,,,1.62,,,,,,15.58,,
,50.77,,,,,,1.64,,,,,,14.73,,
,50.67,,,,,,1.59,,,,,,15.06,,
,49.19,,,,,,1.5,,,,,,14.79,,
,48.8,,,,,,1.59,,,,,,15.6,,
,49.45,,,,,,1.51,,,,,,14.67,,
,48.74,,,,,,1.55,,,,,,14.72,,
,49.91,,,,,,1.58,,,,,,15.31,,
,50.2,,,,,,1.56,,,,,,14.48,,
,50.3,,,,,,1.61,,,,,,15.17,,
,50.18,,,,,,1.53,,,,,,14.86,,
,49.8,,,,,,1.55,,,,,,15.2,,
,48.78,,,,,,1.52,,,,,,15.42,,
,50.2,,,,,,1.54,,,,,,15.25,,
,50.13,,,,,,1.52,,,,,,14.61,,
,50.18,,,,,,1.53,,,,,,14.85,,
,49.42,,,,,,1.51,,,,,,15.51,,
,49.13,,,,,,1.54,,,,,,14.79,,
,49.62,,,,,,1.55,,,,,,14.84,,
,48.87,,,,,,1.57,,,,,,14.67,,
,49.83,,,,,,1.6,,,,,,15.21,,
,49,,,,,,1.51,,,,,,15.2,,
,49.49,,,,,,1.52,,,,,,14.9,,
,49.64,,,,,,1.51,,,,,,15.32,,
,49.64,,,,,,1.49,,,,,,15.63,,
,47.46,,,,,,1.64,,,,,,14.82,,
,50,,,,,,1.61,,,,,,14.77,,
,49.2,,,,,,1.55,,,,,,15.03,,
,50.47,,,,,,1.63,,,,,,14.96,,
,50.32,,,,,,1.58,,,,,,15.97,,
,49.93,,,,,,1.58,,,,,,14.93,,
,49.8,,,,,,1.57,,,,,,14.9,,
,49.11,,,,,,1.53,,,,,,14.95,,
,49.57,,,,,,1.55,,,,,,14.97,,
,49.52,,,,,,1.54,,,,,,15.82,,
,48.9,,,,,,1.52,,,,,,15.2,,
,49.34,,,,,,1.55,,,,,,15.07,,
,50.42,,,,,,1.64,,,,,,15.06,,
,49.41,,,,,,1.51,,,,,,15.12,,
,49.32,,,,,,1.54,,,,,,15.69,,
,48.3,,,,,,1.18,,,,,,16.9,,
,50.19,,,,,,1.2,,,,,,17.27,,
,48.08,,,,,,1.07,,,,,,17.64,,
,51.09,,,,,,1.29,,,,,,15.34,,
,48.28,,,,,,1.15,,,,,,16.41,,
,48.61,,,,,,1.15,,,,,,16.25,,
,48.93,,,,,,1.23,,,,,,15.42,,
,49.46,,,,,,1.14,,,,,,16.64,,
,49.98,,,,,,1.2,,,,,,16.22,,
,47.8,,,,,,1.13,,,,,,16.97,,
,46.9,,,,,,1.14,,,,,,16.7,,
,47.24,,,,,,1.17,,,,,,15.96,,
,48.94,,,,,,1.09,,,,,,16.67,,
,49.43,,,,,,1.2,,,,,,15.95,,
,49.67,,,,,,1.25,,,,,,16.38,,
,49.43,,,,,,1.3,,,,,,15.5,,
,48.8,,,,,,1.19,,,,,,15.8,,
,48.9,,,,,,1.16,,,,,,17.11,,
,48.93,,,,,,1.22,,,,,,14.92,,
,47.41,,,,,,1.17,,,,,,15.14,,
,48.6,,,,,,1.16,,,,,,16.5,,
,48.33,,,,,,1.19,,,,,,16.73,,
,50.02,,,,,,1.27,,,,,,15.03,,
,49.78,,,,,,1.28,,,,,,15.75,,
,50.13,,,,,,1.28,,,,,,15.6,,
,48.18,,,,,,1.12,,,,,,16.36,,
,48.3,,,,,,1.26,,,,,,15.5,,
,49.12,,,,,,1.26,,,,,,16.01,,
,45.47,,,,,,1,,,,,,16.08,,
,49.51,,,,,,1.15,,,,,,16.27,,
,49.72,,,,,,1.29,,,,,,15.38,,
,49.18,,,,,,1.15,,,,,,17.43,,
,49.23,,,,,,1.57,,,,,,15.71,,
,49.64,,,,,,1.01,,,,,,15.25,,
,49.7,,,,,,1.05,,,,,,15.4,,
,48.5,,,,,,0.93,,,,,,16.23,,
,49.73,,,,,,1.02,,,,,,15.78,,
,49.47,,,,,,0.97,,,,,,16.4,,
,50,,,,,,1.06,,,,,,15.1,,
,49.26,,,,,,1.05,,,,,,15.76,,
,49.3,,,,,,0.98,,,,,,15.04,,
,48.5,,,,,,0.98,,,,,,15.9,,
,50.96,,,,,,1.145,,,,,,15.15,,
,50.1,,,,,,1.05,,,,,,14.91,,
,50.34,,,,,,1.05,,,,,,15.08,,
,49.51,,,,,,0.96,,,,,,15.73,,
,49.23,,,,,,0.97,,,,,,16.09,,
,49.95,,,,,,1.03,,,,,,14.37,,
,49.98,,,,,,1.05,,,,,,15.4,,
,48.04,,,,,,0.93,,,,,,15.58,,
,48.9,,,,,,0.98,,,,,,15.5,,
,49.58,,,,,,0.99,,,,,,16.02,,
,49.54,,,,,,0.98,,,,,,15.15,,
,50.65,,,,,,1.06,,,,,,15.29,,
,48.3,,,,,,0.97,,,,,,15.6,,
,49.79,,,,,,0.98,,,,,,16.37,,
,49.18,,,,,,0.96,,,,,,15.58,,
,49.6,,,,,,1.43,,,,,,15,,
,47.69,,,,,,0.96,,,,,,14.96,,
,48.94,,,,,,0.96,,,,,,15.24,,
,49.05,,,,,,0.95,,,,,,15.37,,
,49.02,,,,,,0.94,,,,,,15.1,,
,49.61,,,,,,0.98,,,,,,15.32,,
,49.96,,,,,,1.01,,,,,,15.85,,
,50.98,,,,,,1.15,,,,,,15.04,,
,49.97,,,,,,1.41,,,,,,14.53,,
,49.24,,,,,,1.39,,,,,,15.02,,
,50.21,,,,,,1.43,,,,,,14.94,,
,50.5,,,,,,1.43,,,,,,14.45,,
,49.4,,,,,,1.42,,,,,,14.6,,
,49.5,,,,,,1.01,,,,,,15.6,,
,49.32,,,,,,1.41,,,,,,14.73,,
,50.27,,,,,,1.38,,,,,,15.04,,
,49.86,,,,,,1.4,,,,,,14.71,,
,48.79,,,,,,1.43,,,,,,14.84,,
,48.31,,,,,,1.45,,,,,,15.12,,
,49.57,,,,,,1.44,,,,,,15.22,,
,49.07,,,,,,1.41,,,,,,14.5,,
,50.6,,,,,,1.45,,,,,,14.73,,
,50.85,,,,,,1.42,,,,,,15.11,,
,50.58,,,,,,1.47,,,,,,15.17,,
,49.3,,,,,,1.4,,,,,,14.34,,
,49.45,,,,,,1.41,,,,,,14.88,,
,49.66,,,,,,1.41,,,,,,14.3,,
,47.9,,,,,,1.41,,,,,,14.88,,
,49.62,,,,,,1.45,,,,,,14.92,,
,51.09,,,,,,1.48,,,,,,14.87,,
,50.2,,,,,,1.47,,,,,,14.8,,
,48.15,,,,,,1.43,,,,,,14.58,,
,50.3,,,,,,1.46,,,,,,14.6,,
,47.6,,,,,,1.4,,,,,,14.2,,
,50.28,,,,,,1.41,,,,,,14.35,,
,49.78,,,,,,1.4,,,,,,14.16,,
,49.87,,,,,,1.46,,,,,,14.89,,
,49.23,,,,,,1.42,,,,,,14.48,,
,50.18,,,,,,1.45,,,,,,15.13,,
,49.93,,,,,,1.42,,,,,,14.41,,
,49.88,,,,,,1.45,,,,,,14.76,,
,48.84,,,,,,1.46,,,,,,14.86,,
,50.3,,,,,,1.47,,,,,,14.59,,
,50.39,,,,,,1.46,,,,,,14.69,,
,50.29,,,,,,1.43,,,,,,14.33,,
,49.81,,,,,,1.41,,,,,,14.59,,
,49.42,,,,,,1.41,,,,,,14.38,,
,50.15,,,,,,1.44,,,,,,14.39,,
,49.44,,,,,,1.51,,,,,,14.99,,
,50.54,,,,,,1.48,,,,,,14.64,,
,49.76,,,,,,1.46,,,,,,14.67,,
,50.06,,,,,,1.44,,,,,,14.24,,
,50.32,,,,,,1.46,,,,,,14.98,,
,49.31,,,,,,1.44,,,,,,14.1,,
,49.19,,,,,,1.41,,,,,,14.14,,
,49.42,,,,,,1.44,,,,,,14.38,,
,49.48,,,,,,1.43,,,,,,14.48,,
,48.9,,,,,,1.39,,,,,,14.7,,
,50.1,,,,,,1.5,,,,,,14.3,,
,50.17,,,,,,1.5,,,,,,14.64,,
,50.2,,,,,,1.48,,,,,,14.28,,
,49.77,,,,,,1.49,,,,,,14.5,,
,49.14,,,,,,1.48,,,,,,14.27,,
,49.8,,,,,,1.48,,,,,,14.35,,
,51.52,,,,,,1.53,,,,,,14.83,,
,49.37,,,,,,1.2,,,,,,15.97,,
,50.63,,,,,,1.52,,,,,,14.73,,
,49.84,,,,,,1.46,,,,,,13.93,,
,49.47,,,,,,1.44,,,,,,14.41,,
,51,,,,,,1.52,,,,,,15.03,,
,50.55,,,,,,1.49,,,,,,14.82,,
,49.71,,,,,,1.46,,,,,,14.12,,
,49.87,,,,,,1.48,,,,,,14.56,,
,48.07,,,,,,1.48,,,,,,14.76,,
,46.6,,,,,,1.44,,,,,,14.4,,
,47.24,,,,,,1.52,,,,,,15.16,,
,48.71,,,,,,1.45,,,,,,14.44,,
,49.12,,,,,,1.47,,,,,,15.05,,
,49.11,,,,,,1.53,,,,,,15.08,,
,48.99,,,,,,1.58,,,,,,15.04,,
,49.8,,,,,,1.5,,,,,,14.32,,
,51.3,,,,,,1.59,,,,,,15.2,,
,49.34,,,,,,1.55,,,,,,14.96,,
,49.48,,,,,,1.45,,,,,,13.97,,
,50.07,,,,,,1.46,,,,,,14.65,,
,50.88,,,,,,1.49,,,,,,14.94,,
,48.47,,,,,,1.42,,,,,,15.35,,
,49.35,,,,,,1.48,,,,,,15.77,,
,48.6,,,,,,1.42,,,,,,14.8,,
,51.06,,,,,,1.39,,,,,,15.2,,
,50.28,,,,,,1.57,,,,,,14.8,,
,49.86,,,,,,1.28,,,,,,15.55,,
,49.87,,,,,,1.27,,,,,,15.41,,
,49.83,,,,,,1.28,,,,,,15.26,,
,49.21,,,,,,1.09,,,,,,15.61,,
,49.37,,,,,,1.14,,,,,,15.64,,
,49.53,,,,,,1.22,,,,,,15.45,,
,48.91,,,,,,1.09,,,,,,16.53,,
,49.89,,,,,,2.11,,,,,,14.35,,
,50.28,,,,,,1.55,,,,,,14.79,,
,50.11,,,,,,1.48,,,,,,15.27,,
,50.01,,,,,,1.56,,,,,,14.79,,
,49.5,,,,,,1.44,,,,,,14.81,,
,50.13,,,,,,1.52,,,,,,14.68,,
,50.26,,,,,,1.57,,,,,,15.08,,
,50.21,,,,,,1.46,,,,,,15.17,,
,50.03,,,,,,1.52,,,,,,14.83,,
,50.01,,,,,,1.49,,,,,,15.34,,
,49.49,,,,,,1.5,,,,,,15.03,,
,49.31,,,,,,1.52,,,,,,15.05,,
,49.91,,,,,,1.48,,,,,,15.1,,
,49.98,,,,,,1.54,,,,,,14.81,,
,50.59,,,,,,1.36,,,,,,14.52,,
,51.13,,,,,,0.95,,,,,,13.91,,
,48.55,,,,,,3.52,,,,,,14.35,,
,48.14,,,,,,3.56,,,,,,14.21,,
,44.13,,,,,,1.17,,,,,,13.42,,
,47.37,,,,,,1.91,,,,,,14.6,,
,48.03,,,,,,1.85,,,,,,14.68,,
,,,,,,,3.08,,,,,,19.6,,
,51.34,,,,,,2.68,,,,,,21.3,,
,,,,,,,,,,,,,,,
,55.34,,,,,,2.82,,,,,,21.37,,
,,,,,,,,,,,,,,,
,50.04,,,,,,1.82,,,,,,15.26,,
,50.97,,,,,,1.6,,,,,,14.97,,
,43.46,,,,,,0.05,,,,,,0.6,,
,45.31,,,,,,0.01,,,,,,0.47,,
,61.86,,,,,,0.04,,,,,,0.43,,
,53.5,,,,,,0.33,,,,,,17.87,,
,44.28,,,,,,0.04,,,,,,0.71,,
,45.85,,,,,,0.02,,,,,,0.85,,
,51.76,,,,,,0.25,,,,,,18.42,,
,52.7,,,,,,0.4,,,,,,16.9,,
,52.47,,,,,,0.45,,,,,,16.8,,
,46.92,,,,,,2.19,,,,,,14.91,,
,46.14,,,,,,2.13,,,,,,14.51,,
,50.84,,,,,,1.3,,,,,,14.71,,
,51.23,,,,,,0.92,,,,,,15.04,,
,45.46,,,,,,2.19,,,,,,15.11,,
,50.73,,,,,,1.42,,,,,,14.32,,
,50.06,,,,,,1.26,,,,,,15.13,,
,50.96,,,,,,1.4,,,,,,14.38,,
,51.04,,,,,,1.23,,,,,,14.64,,
,51.62,,,,,,1.31,,,,,,14.16,,
,51,,,,,,1.31,,,,,,14.31,,
,51.08,,,,,,1.3,,,,,,14.22,,
,50.8,,,,,,1.18,,,,,,14.26,,
,51.38,,,,,,1.24,,,,,,14.42,,
,51.3,,,,,,1.24,,,,,,14.4,,
,51.32,,,,,,1.1,,,,,,14.48,,
,51.03,,,,,,1.18,,,,,,14.2,,
,51.23,,,,,,1.18,,,,,,14.32,,
,51.65,,,,,,1.24,,,,,,14.1,,
,51.42,,,,,,1.2,,,,,,14.27,,
,51.1,,,,,,1.16,,,,,,14.79,,
,50.87,,,,,,1.14,,,,,,14.66,,
,51.02,,,,,,1.1,,,,,,14.66,,
,51.08,,,,,,1.12,,,,,,14.78,,
,51.12,,,,,,1.1,,,,,,14.58,,
,50.87,,,,,,1.09,,,,,,14.73,,
,50.27,,,,,,1.08,,,,,,14.4,,
,50.69,,,,,,1.09,,,,,,14.84,,
,51.52,,,,,,0.99,,,,,,14.61,,
,50.74,,,,,,1.09,,,,,,14.63,,
,51.22,,,,,,1.07,,,,,,14.78,,
,50.94,,,,,,1.09,,,,,,14.52,,
,51.76,,,,,,0.99,,,,,,14.69,,
,51.32,,,,,,1.2,,,,,,14.07,,
,51.5,,,,,,1.29,,,,,,14.16,,
,51.13,,,,,,1.3,,,,,,13.93,,
,51.12,,,,,,1.32,,,,,,13.97,,
,51.71,,,,,,1.21,,,,,,13.99,,
,51.43,,,,,,1.31,,,,,,14.05,,
,51.35,,,,,,1.28,,,,,,13.91,,
,51.22,,,,,,1.19,,,,,,13.99,,
,51.33,,,,,,1.28,,,,,,14.16,,
,51.43,,,,,,1.21,,,,,,14,,
,51.1,,,,,,1.29,,,,,,13.89,,
,51.37,,,,,,1.25,,,,,,14.02,,
,51.65,,,,,,1.2,,,,,,13.9,,
,51.47,,,,,,1.2,,,,,,13.8,,
,50.85,,,,,,1.31,,,,,,13.78,,
,51.04,,,,,,1.34,,,,,,13.86,,
,51.39,,,,,,1.32,,,,,,13.95,,
,51.61,,,,,,1.28,,,,,,14.02,,
,51.53,,,,,,1.2,,,,,,13.79,,
,51.05,,,,,,1.38,,,,,,14.02,,
,50.59,,,,,,1.43,,,,,,13.95,,
,50.96,,,,,,1.44,,,,,,13.72,,
,50.55,,,,,,1.38,,,,,,14.07,,
,51.01,,,,,,1.46,,,,,,14.13,,
,50.53,,,,,,1.38,,,,,,13.94,,
,50.71,,,,,,1.39,,,,,,13.9,,
,51.04,,,,,,1.42,,,,,,13.92,,
,50.75,,,,,,1.42,,,,,,13.98,,
,50.84,,,,,,1.48,,,,,,13.8,,
,50.97,,,,,,1.42,,,,,,13.83,,
,51.22,,,,,,1.43,,,,,,13.73,,
,51.04,,,,,,1.44,,,,,,14.01,,
,51.15,,,,,,1.44,,,,,,14.16,,
,51.21,,,,,,1.41,,,,,,14.01,,
,50.66,,,,,,1.42,,,,,,14.09,,
,50.79,,,,,,1.41,,,,,,14.01,,
,50.83,,,,,,1.37,,,,,,14.18,,
,50.58,,,,,,1.42,,,,,,14.06,,
,50.57,,,,,,1.43,,,,,,13.91,,
,50.28,,,,,,1.37,,,,,,14.38,,
,50.86,,,,,,1.5,,,,,,14.05,,
,50.74,,,,,,1.43,,,,,,14.69,,
,50.06,,,,,,1.4,,,,,,14.46,,
,50.13,,,,,,1.37,,,,,,14.46,,
,50.51,,,,,,1.49,,,,,,13.95,,
,50.92,,,,,,1.5,,,,,,14.05,,
,50.81,,,,,,1.54,,,,,,13.96,,
,50.92,,,,,,1.51,,,,,,13.94,,
,50.54,,,,,,1.55,,,,,,14.1,,
,50.32,,,,,,1.52,,,,,,13.87,,
,50.79,,,,,,1.5,,,,,,13.8,,
,50.63,,,,,,1.5,,,,,,13.77,,
,50.52,,,,,,1.54,,,,,,13.85,,
,52.12,,,,,,1.26,,,,,,13.97,,
,51.08,,,,,,1.21,,,,,,16.09,,
,50.34,,,,,,1.21,,,,,,16.13,,
,51.17,,,,,,0.92,,,,,,14.97,,
,50.34,,,,,,1.21,,,,,,16.13,,
,51.04,,,,,,1.19,,,,,,15.66,,
,50.97,,,,,,1.46,,,,,,15.13,,
,50.97,,,,,,1.46,,,,,,15.13,,
,51.08,,,,,,1.34,,,,,,14.67,,
,51.05,,,,,,1.09,,,,,,15.74,,
,51.66,,,,,,1.72,,,,,,14.38,,
,51.22,,,,,,1.92,,,,,,14.32,,
,51.21,,,,,,2.43,,,,,,14.35,,
,51.19,,,,,,2.16,,,,,,14.41,,
,50.74,,,,,,0.89,,,,,,15.25,,
,50.2,,,,,,1.12,,,,,,16.31,,
,50.23,,,,,,1.18,,,,,,16.08,,
,50.33,,,,,,1.44,,,,,,14.94,,
,49.9,,,,,,1.84,,,,,,16.83,,
,50.96,,,,,,1.6,,,,,,15.1,,
,51.18,,,,,,1.47,,,,,,15.23,,
,50.73,,,,,,1.64,,,,,,15.03,,
,49.76,,,,,,1.38,,,,,,16,,
,50.71,,,,,,1.76,,,,,,14.66,,
,49.81,,,,,,1.3,,,,,,15.81,,
,50.45,,,,,,1.26,,,,,,15.46,,
,50,,,,,,1.26,,,,,,15.66,,
,50.42,,,,,,1.76,,,,,,15.04,,
,49.69,,,,,,1.58,,,,,,15.01,,
,50.42,,,,,,1.86,,,,,,15,,
,50.18,,,,,,1.47,,,,,,15.99,,
,50.29,,,,,,1.27,,,,,,15.64,,
,49.83,,,,,,1.05,,,,,,16.53,,
,50.02,,,,,,1.18,,,,,,16.03,,
,50.57,,,,,,1.27,,,,,,15.27,,
,49.52,,,,,,1.26,,,,,,16.33,,
,49.98,,,,,,1.54,,,,,,15.05,,
,50.16,,,,,,1.16,,,,,,15.4,,
,50.36,,,,,,2.01,,,,,,14.51,,
,49.64,,,,,,1.23,,,,,,15.95,,
,50.45,,,,,,1.47,,,,,,15.19,,
,50.33,,,,,,1.59,,,,,,15.03,,
,49.81,,,,,,1.44,,,,,,15.08,,
,50.3,,,,,,1.61,,,,,,14.68,,
,50.27,,,,,,1.4,,,,,,14.69,,
,50.37,,,,,,1.7,,,,,,15.09,,
,50.41,,,,,,1.3,,,,,,15.62,,
,50.91,,,,,,0.86,,,,,,15.1,,
,51.16,,,,,,1.03,,,,,,15.41,,
,50.84,,,,,,1.02,,,,,,15.45,,
,50.83,,,,,,0.98,,,,,,15.29,,
,51.01,,,,,,1.21,,,,,,14.8,,
,51.09,,,,,,1.46,,,,,,14.51,,
,50.91,,,,,,1.41,,,,,,14.41,,
,50.69,,,,,,1.39,,,,,,14.35,,
,50.98,,,,,,1.39,,,,,,14.46,,
,50.94,,,,,,1.26,,,,,,15.34,,
,51.17,,,,,,1.38,,,,,,14.19,,
,51.1,,,,,,1.25,,,,,,14.64,,
,51.01,,,,,,1.26,,,,,,14.55,,
,51.24,,,,,,1.15,,,,,,14.57,,
,50.97,,,,,,1.26,,,,,,14.45,,
,51.26,,,,,,1.28,,,,,,14.83,,
,50.89,,,,,,1.28,,,,,,14.44,,
,51.09,,,,,,1.22,,,,,,14.65,,
,51.62,,,,,,1.27,,,,,,14.21,,
,51.25,,,,,,1.15,,,,,,14.64,,
,51.16,,,,,,1.26,,,,,,14.21,,
,51.58,,,,,,1.2,,,,,,14.03,,
,51.42,,,,,,1.11,,,,,,14.49,,
,51.2,,,,,,1.09,,,,,,14.55,,
,51.18,,,,,,1.08,,,,,,14.52,,
,51.44,,,,,,1.24,,,,,,14.2,,
,51.36,,,,,,1.2,,,,,,14.25,,
,51.01,,,,,,1.21,,,,,,14.23,,
,50.92,,,,,,1.17,,,,,,14.68,,
,51.27,,,,,,1.09,,,,,,14.87,,
,51.06,,,,,,0.96,,,,,,14.71,,
,51.05,,,,,,1.12,,,,,,14.69,,
,50.66,,,,,,1.09,,,,,,14.59,,
,50.92,,,,,,1.09,,,,,,14.85,,
,51.1,,,,,,1.09,,,,,,14.83,,
,50.84,,,,,,1.1,,,,,,14.43,,
,50.88,,,,,,1.12,,,,,,14.7,,
,50.95,,,,,,1.11,,,,,,14.62,,
,50.92,,,,,,1.09,,,,,,14.61,,
,51.19,,,,,,1.11,,,,,,14.67,,
,51.36,,,,,,1.28,,,,,,14.03,,
,51.96,,,,,,1.1,,,,,,14.9,,
,51.66,,,,,,2.14,,,,,,14.92,,
,51.474,,,,,,1.907,,,,,,15.413,,
,,,,,,,2.04,,,,,,,,
,51.12,,,,,,1.488,,,,,,15.844,,
,51.51,,,,,,1.66,,,,,,14.77,,
,51.36,,,,,,1.64,,,,,,14.84,,
,50.95,,,,,,1.8,,,,,,15.5,,
,50.625,,,,,,1.582,,,,,,16.503,,
